"USER AGENT","SUM Since 17-05-2012",Type,"UA Family","UA Name","UA Version","UA URL","UA Company","UA Company URL","UA Icon","OS Family","OS Name","OS URL","OS Company","OS URL","OS Icon","Device Type","Device Icon","Device Info URL"
"Mozilla/5.0 (BlackBerry; U; BlackBerry 9330; en-US) AppleWebKit/534.1+ (KHTML, like Gecko) Version/6.0.0.431 Mobile Safari/534.1+",150,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"Mozilla/5.0 (compatible; MSIE 9.0; Windows Phone OS 7.5; Trident/5.0; IEMobile/9.0; HTC; Radar 4G)",146,"Mobile Browser","IE Mobile","IE Mobile 9.0",9.0,http://www.microsoft.com/windowsmobile/en-us/downloads/microsoft/internet-explorer-mobile.mspx,"Microsoft Corporation.",http://www.microsoft.com/,iemobile.png,Windows,"Windows Phone 7",http://en.wikipedia.org/wiki/Windows_Phone_7,"Microsoft Corporation.",http://www.microsoft.com/,windowsMobile.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"Mozilla/5.0 (BlackBerry; U; BlackBerry 9670; en-US) AppleWebKit/534.8+ (KHTML, like Gecko) Version/6.0.0.706 Mobile Safari/534.8+",144,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"Mozilla/5.0 (BlackBerry; U; BlackBerry 9300; en-US) AppleWebKit/534.8+ (KHTML, like Gecko) Version/6.0.0.448 Mobile Safari/534.8+",142,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"NetFront/3.5.1 (BREW 5.0.1.2; U; en-us; LG; NetFront/3.5.1/AMB) Sprint LN510 MMP/2.0 Profile/MIDP-2.1 Configuration/CLDC-1.1",142,"Mobile Browser",NetFront,"NetFront 3.5.1",3.5.1,http://www.access-company.com/,"ACCESS CO.,LTD",http://www.access-company.com/,netfront.png,JVM,"JVM (Platform Micro Edition)","http://en.wikipedia.org/wiki/Java_Platform,_Micro_Edition","Sun Microsystems, Inc.",http://en.wikipedia.org/wiki/Sun_Microsystems,java.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"Mozilla/5.0 (BlackBerry; U; BlackBerry 9930; en-US) AppleWebKit/534.11+ (KHTML, like Gecko) Version/7.0.0.374 Mobile Safari/534.11+",140,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"Mozilla/5.0 (BlackBerry; U; BlackBerry 9700; en-US) AppleWebKit/534.8+ (KHTML, like Gecko) Version/6.0.0.448 Mobile Safari/534.8+",137,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"BlackBerry8520/4.6.1.314 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/102",134,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"Mozilla/5.0 (compatible; Teleca Q7; Brew 3.1.5; U; en) 320X240 LGE VX9200",132,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown.png,unknown,unknown,unknown,unknown,unknown,unknown.png,"Personal computer",desktop.png,"http://user-agent-string.info/list-of-ua/device-detail?device=Personal computer"
"Mozilla/5.0 (BlackBerry; U; BlackBerry 9330; en-US) AppleWebKit/534.1+ (KHTML, like Gecko) Version/6.0.0.415 Mobile Safari/534.1+",131,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"BlackBerry9630/5.0.0.591 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/105",129,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"LGE-MN240/1.0 UP.Browser/6.2.3.8 (GUI) MMP/2.0",129,"Mobile Browser","Openwave Mobile Browser","Openwave Mobile Browser 6.2.3.8",6.2.3.8,http://www.openwave.com/,"Openwave Systems Inc.",http://www.openwave.com/,openwave.png,unknown,unknown,unknown,unknown,unknown,unknown.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"BlackBerry9330/5.0.0.857 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/105",128,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"Mozilla/5.0 (BlackBerry; U; BlackBerry 9300; en-US) AppleWebKit/534.8+ (KHTML, like Gecko) Version/6.0.0.668 Mobile Safari/534.8+",127,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; mediacenter; STB; 560x384; MSNTV 5.6; THMDR)",126,Browser,IE,"IE 6.0",6.0,http://en.wikipedia.org/wiki/Internet_Explorer,"Microsoft Corporation.",http://www.microsoft.com/,msie.png,Windows,"Windows XP",http://en.wikipedia.org/wiki/Windows_XP,"Microsoft Corporation.",http://www.microsoft.com/,windowsxp.png,"Personal computer",desktop.png,"http://user-agent-string.info/list-of-ua/device-detail?device=Personal computer"
"Mozilla/5.0 (compatible; MSIE 9.0; Windows Phone OS 7.5; Trident/5.0; IEMobile/9.0; HTC; HD7)",118,"Mobile Browser","IE Mobile","IE Mobile 9.0",9.0,http://www.microsoft.com/windowsmobile/en-us/downloads/microsoft/internet-explorer-mobile.mspx,"Microsoft Corporation.",http://www.microsoft.com/,iemobile.png,Windows,"Windows Phone 7",http://en.wikipedia.org/wiki/Windows_Phone_7,"Microsoft Corporation.",http://www.microsoft.com/,windowsMobile.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"BlackBerry8330/4.5.0.77 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/105",116,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"BlackBerry8520/4.6.1.259 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/100",113,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"Mozilla/5.0 (BlackBerry; U; BlackBerry 9360; en-US) AppleWebKit/534.11+ (KHTML, like Gecko) Version/7.0.0.319 Mobile Safari/534.11+",111,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"BlackBerry9000/5.0.0.1067 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/102",110,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-us) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",109,Browser,Safari,"Safari 5.0",5.0,http://en.wikipedia.org/wiki/Safari_%28web_browser%29,"Apple Inc.",http://www.apple.com/,safari.png,"OS X","OS X 10.6 Snow Leopard",http://en.wikipedia.org/wiki/Mac_OS_X_Snow_Leopard,"Apple Computer, Inc.",http://www.apple.com/,macosx.png,"Personal computer",desktop.png,"http://user-agent-string.info/list-of-ua/device-detail?device=Personal computer"
"BlackBerry9630/4.7.1.61 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/105",108,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"BlackBerry8310/4.5.0.110 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/102",104,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"BlackBerry8520/5.0.0.900 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/100",104,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"Mozilla/5.0 (BlackBerry; U; BlackBerry 9650; en-US) AppleWebKit/534.1+ (KHTML, like Gecko) Version/6.0.0.415 Mobile Safari/534.1+",98,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"Mozilla/5.0 (BlackBerry; U; BlackBerry 9930; en-US) AppleWebKit/534.11+ (KHTML, like Gecko) Version/7.1.0.267 Mobile Safari/534.11+",98,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"BlackBerry9650/5.0.0.699 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/104",96,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"BlackBerry8330m/4.5.0.186 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/104",95,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"BlackBerry9530/5.0.0.328 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/105",95,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"BlackBerry9630/5.0.0.1030 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/104",94,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"BlackBerry8530/5.0.0.508 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/105",93,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"BlackBerry8530/5.0.0.654 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/104",93,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"BlackBerry9630/5.0.0.732 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/105",90,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"Mozilla/4.0 (compatible; MSIE 7.0; Windows Phone OS 7.0; Trident/3.1; IEMobile/7.0; SAMSUNG; SGH-i917)",90,"Mobile Browser","IE Mobile","IE Mobile 7.0",7.0,http://www.microsoft.com/windowsmobile/en-us/downloads/microsoft/internet-explorer-mobile.mspx,"Microsoft Corporation.",http://www.microsoft.com/,iemobile.png,Windows,"Windows Phone 7",http://en.wikipedia.org/wiki/Windows_Phone_7,"Microsoft Corporation.",http://www.microsoft.com/,windowsMobile.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"Mozilla/5.0 (BlackBerry; U; BlackBerry 9900; en-US) AppleWebKit/534.11+ (KHTML, like Gecko) Version/7.0.0.440 Mobile Safari/534.11+",88,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"Mozilla/5.0 (compatible; MSIE 9.0; Windows Phone OS 7.5; Trident/5.0; IEMobile/9.0; NOKIA; Lumia 710)",87,"Mobile Browser","IE Mobile","IE Mobile 9.0",9.0,http://www.microsoft.com/windowsmobile/en-us/downloads/microsoft/internet-explorer-mobile.mspx,"Microsoft Corporation.",http://www.microsoft.com/,iemobile.png,Windows,"Windows Phone 7",http://en.wikipedia.org/wiki/Windows_Phone_7,"Microsoft Corporation.",http://www.microsoft.com/,windowsMobile.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"Mozilla/4.0 WebTV/2.6 (compatible; MSIE 4.0)",86,Browser,IE,"IE 4.0",4.0,http://en.wikipedia.org/wiki/Internet_Explorer,"Microsoft Corporation.",http://www.microsoft.com/,msie.png,Windows,"MSN TV (WebTV)",http://en.wikipedia.org/wiki/MSN_TV,"Microsoft Corporation.",http://www.microsoft.com/,webtv.png,"Smart TV",smarttv.png,"/list-of-ua/device-detail?device=Smart TV"
"Mozilla/5.0 (BlackBerry; U; BlackBerry 9650; en-US) AppleWebKit/534.8+ (KHTML, like Gecko) Version/6.0.0.706 Mobile Safari/534.8+",85,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"BlackBerry9330/5.0.0.913 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/104",84,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"Mozilla/5.0 (BlackBerry; U; BlackBerry 9700; en-US) AppleWebKit/534.8+ (KHTML, like Gecko) Version/6.0.0.668 Mobile Safari/534.8+",84,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-us; Silk/1.0.22.79_10013310) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16 Silk-Accelerated=true",84,"Mobile Browser",Silk,"Silk 1.0.22.79",1.0.22.79,http://amazonsilk.wordpress.com/,"Amazon.com, Inc.",http://www.amazon.com/,amazon_silk.png,"OS X","OS X 10.6 Snow Leopard",http://en.wikipedia.org/wiki/Mac_OS_X_Snow_Leopard,"Apple Computer, Inc.",http://www.apple.com/,macosx.png,Tablet,tablet.png,/list-of-ua/device-detail?device=Tablet
