"USER AGENT","SUM Since 17-05-2012",Type,"UA Family","UA Name","UA Version","UA URL","UA Company","UA Company URL","UA Icon","OS Family","OS Name","OS URL","OS Company","OS URL","OS Icon","Device Type","Device Icon","Device Info URL"
"LGE-VN150/1.0 UP.Browser/6.2.3.2 (GUI) MMP/2.0",83,"Mobile Browser","Openwave Mobile Browser","Openwave Mobile Browser 6.2.3.2",6.2.3.2,http://www.openwave.com/,"Openwave Systems Inc.",http://www.openwave.com/,openwave.png,unknown,unknown,unknown,unknown,unknown,unknown.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"Mozilla/5.0 (BlackBerry; U; BlackBerry 9330; en-US) AppleWebKit/534.8+ (KHTML, like Gecko) Version/6.0.0.706 Mobile Safari/534.8+",83,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"Mozilla/5.0 (BlackBerry; U; BlackBerry 9350; en-US) AppleWebKit/534.11+ (KHTML, like Gecko) Version/7.0.0.261 Mobile Safari/534.11+",83,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"BlackBerry9300/5.0.0.846 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/100",82,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"BlackBerry8530/5.0.0.973 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/315",81,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"BlackBerry9000/4.6.0.304 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/102",81,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"BlackBerry8320/4.5.0.81 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/100",80,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"Mozilla/5.0 (BlackBerry; U; BlackBerry 9370; en-US) AppleWebKit/534.11+ (KHTML, like Gecko) Version/7.0.0.374 Mobile Safari/534.11+",79,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"BlackBerry8310/4.5.0.182 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/102",78,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"Mozilla/5.0 (BlackBerry; U; BlackBerry 9780; en-US) AppleWebKit/534.1+ (KHTML, like Gecko) Version/6.0.0.285 Mobile Safari/534.1+",74,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"Mozilla/5.0 (webOS/1.4.5; U; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Version/1.0 Safari/532.2 Pre/1.0",74,"Mobile Browser","Palm Pre web browser","Palm Pre web browser 1.0",1.0,http://www.palm.com/us/products/phones/pre/index.html,"Palm Inc.",http://www.palm.com/,palmpre.png,webOS,webOS,http://en.wikipedia.org/wiki/WebOS,Hewlett-Packard,"http://en.wikipedia.org/wiki/Palm,_Inc.",webos.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"Mozilla/5.0 (webOS/1.4.5.1; U; en-US) AppleWebKit/532.2 (KHTML, like Gecko) Version/1.0 Safari/532.2 Pre/1.1",72,"Mobile Browser","Palm Pre web browser","Palm Pre web browser 1.1",1.1,http://www.palm.com/us/products/phones/pre/index.html,"Palm Inc.",http://www.palm.com/,palmpre.png,webOS,webOS,http://en.wikipedia.org/wiki/WebOS,Hewlett-Packard,"http://en.wikipedia.org/wiki/Palm,_Inc.",webos.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"BlackBerry8350i/5.0.0.1051 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/103",70,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"BlackBerry8830/4.2.2 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/105",70,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"BlackBerry8530/5.0.0.337 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/105",69,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"BlackBerry8530/5.0.0.459 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/104",67,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"BlackBerry8530/5.0.0.601 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/417",67,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"Mozilla/4.0 (compatible; MSIE 7.0; Windows Phone OS 7.0; Trident/3.1; IEMobile/7.0; HTC; HD7)",67,"Mobile Browser","IE Mobile","IE Mobile 7.0",7.0,http://www.microsoft.com/windowsmobile/en-us/downloads/microsoft/internet-explorer-mobile.mspx,"Microsoft Corporation.",http://www.microsoft.com/,iemobile.png,Windows,"Windows Phone 7",http://en.wikipedia.org/wiki/Windows_Phone_7,"Microsoft Corporation.",http://www.microsoft.com/,windowsMobile.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"BlackBerry8330/4.5.0.175 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/105",66,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"BlackBerry8530/5.0.0.886 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/105",65,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"Mozilla/5.0 (compatible; MSIE 9.0; Windows Phone OS 7.5; Trident/5.0; IEMobile/9.0; SAMSUNG; SGH-i937)",65,"Mobile Browser","IE Mobile","IE Mobile 9.0",9.0,http://www.microsoft.com/windowsmobile/en-us/downloads/microsoft/internet-explorer-mobile.mspx,"Microsoft Corporation.",http://www.microsoft.com/,iemobile.png,Windows,"Windows Phone 7",http://en.wikipedia.org/wiki/Windows_Phone_7,"Microsoft Corporation.",http://www.microsoft.com/,windowsMobile.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; XBLWP7; ZuneWP7)",64,"Mobile Browser","IE Mobile","IE Mobile 9.0",9.0,http://www.microsoft.com/windowsmobile/en-us/downloads/microsoft/internet-explorer-mobile.mspx,"Microsoft Corporation.",http://www.microsoft.com/,iemobile.png,Windows,"Windows Phone 7",http://en.wikipedia.org/wiki/Windows_Phone_7,"Microsoft Corporation.",http://www.microsoft.com/,windowsMobile.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"BlackBerry8530/5.0.0.734 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/105",62,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"sam-r360 UP.Browser/6.2.3.8 (GUI) MMP/2.0",61,"Mobile Browser","Openwave Mobile Browser","Openwave Mobile Browser 6.2.3.8",6.2.3.8,http://www.openwave.com/,"Openwave Systems Inc.",http://www.openwave.com/,openwave.png,unknown,unknown,unknown,unknown,unknown,unknown.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"MOT-A-AA/00.04 UP.Browser/7.2.7.2.542f (GUI) MMP/2.0 Push/PO UP.Link/5.1.2.17",60,"Mobile Browser","Openwave Mobile Browser","Openwave Mobile Browser 7.2.7.2.542f",7.2.7.2.542f,http://www.openwave.com/,"Openwave Systems Inc.",http://www.openwave.com/,openwave.png,unknown,unknown,unknown,unknown,unknown,unknown.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"Mozilla/5.0 (BlackBerry; U; BlackBerry 9360; en-US) AppleWebKit/534.11+ (KHTML, like Gecko) Version/7.0.0.464 Mobile Safari/534.11+",60,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"Mozilla/4.0 (compatible; MSIE 6.0; Windows CE; IEMobile 8.12; MSIEMobile6.0) Sprint T7380",59,"Mobile Browser","IE Mobile","IE Mobile 8.12",8.12,http://www.microsoft.com/windowsmobile/en-us/downloads/microsoft/internet-explorer-mobile.mspx,"Microsoft Corporation.",http://www.microsoft.com/,iemobile.png,Windows,"Windows CE",http://en.wikipedia.org/wiki/Windows_CE,"Microsoft Corporation.",http://www.microsoft.com/,windowsce.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"SCH-U350/1.0 NetFront/3.0.22.2.18 (GUI) MMP/2.0",59,"Mobile Browser",NetFront,"NetFront 3.0.22.2.18",3.0.22.2.18,http://www.access-company.com/,"ACCESS CO.,LTD",http://www.access-company.com/,netfront.png,unknown,unknown,unknown,unknown,unknown,unknown.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"BlackBerry9630/4.7.1.40 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/105",58,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"LGE-VX5600/1.0 UP.Browser/6.2.3.2 (GUI) MMP/2.0",58,"Mobile Browser","Openwave Mobile Browser","Openwave Mobile Browser 6.2.3.2",6.2.3.2,http://www.openwave.com/,"Openwave Systems Inc.",http://www.openwave.com/,openwave.png,unknown,unknown,unknown,unknown,unknown,unknown.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"Mozilla/5.0 (Windows; U; Windows NT 5.1; rv:1.9.0.8) Gecko/2009032609 Firefox/3.0.8",58,Browser,Firefox,"Firefox 3.0.8",3.0.8,http://www.firefox.com/,"Mozilla Foundation",http://www.mozilla.org/,firefox.png,Windows,"Windows XP",http://en.wikipedia.org/wiki/Windows_XP,"Microsoft Corporation.",http://www.microsoft.com/,windowsxp.png,"Personal computer",desktop.png,"http://user-agent-string.info/list-of-ua/device-detail?device=Personal computer"
"sam-r350 UP.Browser/6.2.3.8 (GUI) MMP/2.0",58,"Mobile Browser","Openwave Mobile Browser","Openwave Mobile Browser 6.2.3.8",6.2.3.8,http://www.openwave.com/,"Openwave Systems Inc.",http://www.openwave.com/,openwave.png,unknown,unknown,unknown,unknown,unknown,unknown.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"BlackBerry8530/5.0.0.654 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/389",56,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"BlackBerry8530/5.0.0.395 Profile/MIDP-2.1 Configuration/CLDC-1.1 VendorID/104",55,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"SAMSUNG-SGH-T359/T359UVJI2 SHP/VPP/R5 NetFront/3.5 SMM-MMS/1.2.0 profile/MIDP-2.1 configuration/CLDC-1.1",55,"Mobile Browser",NetFront,"NetFront 3.5",3.5,http://www.access-company.com/,"ACCESS CO.,LTD",http://www.access-company.com/,netfront.png,JVM,"JVM (Platform Micro Edition)","http://en.wikipedia.org/wiki/Java_Platform,_Micro_Edition","Sun Microsystems, Inc.",http://en.wikipedia.org/wiki/Sun_Microsystems,java.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"Mozilla/5.0 (X11; Linux i686; U; en-US) Gecko/20081217 Vision-Browser/8.1 301x200 LG VN530",54,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown.png,Linux,Linux,http://en.wikipedia.org/wiki/Linux,unknown,unknown,linux.png,"Personal computer",desktop.png,"http://user-agent-string.info/list-of-ua/device-detail?device=Personal computer"
"BlackBerry8330/4.5.0.191 Profile/MIDP-2.0 Configuration/CLDC-1.1 VendorID/105",53,"Mobile Browser","BlackBerry Browser","BlackBerry Browser",unknown,http://www.blackberry.com/,"Research In Motion Limited",http://www.rim.com/,blackberry.png,"BlackBerry OS","BlackBerry OS",http://en.wikipedia.org/wiki/BlackBerry_OS,"BlackBerry Ltd",http://www.blackberry.com/,rim_os.png,Smartphone,phone.png,/list-of-ua/device-detail?device=Smartphone
"Mozilla/4.0 (Brew MP 1.0.2; U; en-us; Kyocera; NetFront/4.1/AMB) Sprint E4255",53,"Mobile Browser",NetFront,"NetFront 4.1",4.1,http://www.access-company.com/,"ACCESS CO.,LTD",http://www.access-company.com/,netfront.png,unknown,unknown,unknown,unknown,unknown,unknown.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"PantechP7040/JLUS04042011; Mozilla/5.0 (Profile/MIDP-2.0 Configuration/CLDC-1.1; Opera Mini/att/4.2.16479; U; en-US) Opera 9.50",53,Browser,Opera,"Opera 9.50",9.50,http://en.wikipedia.org/wiki/Opera_(browser),"Opera Software ASA.",http://www.opera.com/,opera.png,unknown,unknown,unknown,unknown,unknown,unknown.png,"Personal computer",desktop.png,"http://user-agent-string.info/list-of-ua/device-detail?device=Personal computer"
"Mozilla/5.0 (BREW; U; BREW 3.1.5; en) AppleWebKit/525.26 (KHTML, like Gecko) Polaris/7.0 Safari/525.26 480X800 LGE VX11000",52,"Mobile Browser",Polaris,"Polaris 7.0",7.0,http://www.infraware.co.kr/eng/01_product/product02.asp,Infraware,http://www.infraware.co.kr/,polaris.png,JVM,"JVM (Platform Micro Edition)","http://en.wikipedia.org/wiki/Java_Platform,_Micro_Edition","Sun Microsystems, Inc.",http://en.wikipedia.org/wiki/Sun_Microsystems,java.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"SCH-U640/1.0 NetFront/3.0.22.1.19 (GUI) MMP/2.0",51,"Mobile Browser",NetFront,"NetFront 3.0.22.1.19",3.0.22.1.19,http://www.access-company.com/,"ACCESS CO.,LTD",http://www.access-company.com/,netfront.png,unknown,unknown,unknown,unknown,unknown,unknown.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"Mozilla/5.0 (compatible; MSIE 9.0; Windows Phone OS 7.5; Trident/5.0; IEMobile/9.0; SAMSUNG; SGH-i677)",50,"Mobile Browser","IE Mobile","IE Mobile 9.0",9.0,http://www.microsoft.com/windowsmobile/en-us/downloads/microsoft/internet-explorer-mobile.mspx,"Microsoft Corporation.",http://www.microsoft.com/,iemobile.png,Windows,"Windows Phone 7",http://en.wikipedia.org/wiki/Windows_Phone_7,"Microsoft Corporation.",http://www.microsoft.com/,windowsMobile.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
"SAMSUNG-SGH-T404G NetFront/3.5 Profile/MIDP-2.0 Configuration/CLDC-1.1[TF353139042825926000000018453009621]",50,"Mobile Browser",NetFront,"NetFront 3.5",3.5,http://www.access-company.com/,"ACCESS CO.,LTD",http://www.access-company.com/,netfront.png,JVM,"JVM (Platform Micro Edition)","http://en.wikipedia.org/wiki/Java_Platform,_Micro_Edition","Sun Microsystems, Inc.",http://en.wikipedia.org/wiki/Sun_Microsystems,java.png,Smartphone,phone.png,http://user-agent-string.info/list-of-ua/device-detail?device=Smartphone
